day,start time 3h interval (utc),location,height above ground in m,u-component wind in m/s,v-component wind in m/s,temperature in °C,global surface radiation in W/m2
121,18:00,6,100,9.36,-2.18,13.85,20
121,21:00,6,100,10.78,-0.85,11.85,9
122,00:00,6,100,9.31,1.57,10.15,0
122,03:00,6,100,9.61,1.17,9.45,44
122,06:00,6,100,6.44,0.32,10.85,400
122,09:00,6,100,7.36,-3.01,12.85,546
122,12:00,6,100,5.69,-1.93,14.85,540
122,15:00,6,100,5.51,-3.32,14.85,444
122,18:00,6,100,2.02,-3.91,13.85,20
122,21:00,6,100,-0.30,-3.35,12.85,10
123,00:00,6,100,-3.90,-0.02,11.55,0
123,03:00,6,100,-5.24,1.44,10.85,36
123,06:00,6,100,-5.85,2.25,10.85,510
123,09:00,6,100,-4.39,2.80,15.85,655
123,12:00,6,100,-2.46,1.79,18.85,720
123,15:00,6,100,-1.51,2.29,20.85,467
123,18:00,6,100,-3.58,-1.22,20.85,10
123,21:00,6,100,-3.69,-1.02,18.85,6
124,00:00,6,100,-2.11,0.30,17.05,0
124,03:00,6,100,3.47,-1.69,16.05,42
124,06:00,6,100,3.53,-2.71,13.85,490
124,09:00,6,100,3.72,-1.91,17.85,629
124,12:00,6,100,2.61,-1.49,19.85,650
124,15:00,6,100,0.95,-2.25,20.85,487
124,18:00,6,100,-1.42,-4.20,20.85,20
124,21:00,6,100,-4.91,-5.07,17.85,8
125,00:00,6,100,-7.79,-0.70,16.35,0
125,03:00,6,100,-8.31,3.74,15.55,42
125,06:00,6,100,-7.58,5.00,16.15,490
125,09:00,6,100,-6.41,6.59,21.85,635
125,12:00,6,100,-1.20,5.60,27.85,710
125,15:00,6,100,0.80,5.33,29.85,520
125,18:00,6,100,-1.60,4.00,29.85,20
125,21:00,6,100,-3.00,7.30,26.55,8
126,00:00,6,100,-4.60,10.10,24.25,0
126,03:00,6,100,-4.90,8.50,23.45,39
126,06:00,6,100,-4.70,5.40,21.25,470
126,09:00,6,100,-1.50,7.70,26.85,567
126,12:00,6,100,7.30,-3.80,25.85,320
126,15:00,6,100,5.10,-3.50,22.85,215
126,18:00,6,100,5.70,1.50,17.85,0
126,21:00,6,100,8.60,-2.40,15.85,1
127,00:00,6,100,6.00,0.70,13.85,0
127,03:00,6,100,5.18,2.45,13.55,40
127,06:00,6,100,2.31,4.99,13.85,480
127,09:00,6,100,4.22,4.70,17.85,629
127,12:00,6,100,4.87,1.90,20.85,700
127,15:00,6,100,3.45,0.09,21.85,513
127,18:00,6,100,-0.28,-1.40,21.85,10
127,21:00,6,100,-6.75,-2.41,19.85,7
128,00:00,6,100,-9.38,1.52,18.35,0
128,03:00,6,100,-7.26,6.59,17.95,39
128,06:00,6,100,-4.37,5.89,17.55,480
128,09:00,6,100,-1.90,4.46,22.85,625
128,12:00,6,100,-1.48,4.19,28.85,690
128,15:00,6,100,2.08,3.95,30.85,503
128,18:00,6,100,3.70,0.81,29.85,10
128,21:00,6,100,5.57,-1.26,26.55,6
129,00:00,6,100,6.39,-5.34,19.55,0
129,03:00,6,100,3.72,-5.08,18.35,37
129,06:00,6,100,1.39,-2.64,17.45,390
129,09:00,6,100,1.10,-1.00,20.85,322
129,12:00,6,100,-0.01,-1.80,18.85,530
129,15:00,6,100,0.34,-0.81,23.85,421
129,18:00,6,100,-1.47,-3.80,22.85,10
129,21:00,6,100,-2.97,-5.95,20.95,6
130,00:00,6,100,-4.41,-4.53,19.35,0
130,03:00,6,100,-1.07,-6.19,17.75,3
130,06:00,6,100,-0.94,-4.46,15.85,240
130,09:00,6,100,0.44,-5.53,18.85,492
130,12:00,6,100,1.98,-3.25,20.85,590
130,15:00,6,100,3.93,-6.29,20.85,450
130,18:00,6,100,3.61,-5.20,17.05,10
130,21:00,6,100,2.56,-6.70,14.35,6
131,00:00,6,100,-0.11,-5.00,13.35,0
131,03:00,6,100,-1.91,-3.00,13.25,36
131,06:00,6,100,-3.36,0.12,13.85,470
131,09:00,6,100,-3.30,1.27,18.85,622
131,12:00,6,100,-3.70,-0.20,21.85,700
131,15:00,6,100,-3.89,0.30,23.85,501
131,18:00,6,100,-5.67,-1.45,22.85,10
131,21:00,6,100,-9.00,-2.08,18.85,5
132,00:00,6,100,-7.91,2.33,17.85,0
132,03:00,6,100,-6.61,2.67,16.85,32
132,06:00,6,100,-4.99,2.62,16.85,450
132,09:00,6,100,-3.47,2.14,21.85,596
132,12:00,6,100,-2.66,0.49,24.85,670
132,15:00,6,100,-3.49,-0.37,26.85,446
132,18:00,6,100,-1.08,-5.14,24.85,10
132,21:00,6,100,-1.13,-5.32,19.85,4
133,00:00,6,100,0.45,-5.10,17.85,0
133,03:00,6,100,-1.57,-6.91,17.85,25
133,06:00,6,100,-0.72,-2.34,16.85,430
133,09:00,6,100,1.71,-2.94,19.85,575
133,12:00,6,100,2.29,-2.42,21.85,664
133,15:00,6,100,2.34,-4.57,23.85,479
133,18:00,6,100,3.25,-5.36,20.85,10
133,21:00,6,100,1.00,-7.67,17.85,4
134,00:00,6,100,-1.47,-5.48,17.05,0
134,03:00,6,100,-1.89,-5.23,17.05,13
134,06:00,6,100,-1.03,-4.80,16.35,210
134,09:00,6,100,-2.35,-4.84,18.85,314
134,12:00,6,100,-3.16,-2.62,19.85,468
134,15:00,6,100,-2.66,-3.00,21.85,330
134,18:00,6,100,-2.32,-2.63,20.85,10
134,21:00,6,100,-4.19,-3.31,18.65,4
135,00:00,6,100,-5.95,-2.67,17.45,0
135,03:00,6,100,-7.69,-2.06,16.35,31
135,06:00,6,100,-7.70,-1.41,15.85,440
135,09:00,6,100,-8.98,-0.44,18.85,588
135,12:00,6,100,-7.28,0.10,22.85,661
135,15:00,6,100,-9.00,0.04,24.85,474
135,18:00,6,100,-8.19,-1.59,23.85,10
135,21:00,6,100,-11.82,-0.92,20.55,4
136,00:00,6,100,-8.88,1.05,18.85,0
136,03:00,6,100,-11.04,2.41,18.75,29
136,06:00,6,100,-7.39,3.30,19.05,430
136,09:00,6,100,-8.40,5.87,22.85,576
136,12:00,6,100,-2.41,4.24,26.85,597
136,15:00,6,100,2.11,2.97,27.85,399
136,18:00,6,100,5.17,-1.79,24.85,10
136,21:00,6,100,1.03,-4.67,22.85,3
137,00:00,6,100,0.30,-1.62,21.85,0
137,03:00,6,100,4.32,-1.35,20.85,21
137,06:00,6,100,2.36,-0.11,19.85,360
137,09:00,6,100,3.52,0.08,22.85,476
137,12:00,6,100,0.48,1.99,22.85,504
137,15:00,6,100,3.14,0.38,23.85,375
137,18:00,6,100,0.79,-1.87,21.85,10
137,21:00,6,100,2.47,-2.80,19.85,3
138,00:00,6,100,2.16,-2.61,17.85,0
138,03:00,6,100,2.46,-3.14,17.85,24
138,06:00,6,100,-0.05,-3.74,16.85,190
138,09:00,6,100,-0.20,-3.88,18.85,236
138,12:00,6,100,0.96,-3.54,20.85,380
138,15:00,6,100,1.06,-6.11,21.85,270
138,18:00,6,100,2.46,-6.43,20.85,0
138,21:00,6,100,-0.38,-5.54,19.85,2
139,00:00,6,100,-1.40,-5.20,17.85,0
139,03:00,6,100,-2.41,-4.72,16.85,6
139,06:00,6,100,-3.00,-1.60,16.85,190
139,09:00,6,100,-3.40,0.54,19.85,359
139,12:00,6,100,-2.71,0.40,20.85,280
139,15:00,6,100,-3.40,2.09,21.85,159
139,18:00,6,100,3.80,0.90,17.85,0
139,21:00,6,100,1.35,1.49,17.85,1
140,00:00,6,100,-2.46,1.10,16.85,0
140,03:00,6,100,-0.50,2.85,15.85,1
140,06:00,6,100,1.80,3.30,14.85,10
140,09:00,6,100,3.67,4.40,14.85,21
140,12:00,6,100,2.90,3.40,14.85,51
140,15:00,6,100,3.22,3.79,14.85,43
140,18:00,6,100,2.80,2.90,14.85,0
140,21:00,6,100,3.75,0.80,13.85,0
141,00:00,6,100,1.80,0.50,13.85,0
141,03:00,6,100,3.40,0.20,13.85,2
141,06:00,6,100,2.80,-0.10,12.85,30
141,09:00,6,100,1.90,-0.40,13.85,47
141,12:00,6,100,-0.40,-0.70,13.85,330
141,15:00,6,100,-1.20,-1.30,15.85,295
141,18:00,6,100,-1.90,-0.70,16.85,0
141,21:00,6,100,-1.40,-1.10,15.85,2
142,00:00,6,100,-1.60,-0.90,15.85,0
142,03:00,6,100,-1.50,0.60,15.85,12
142,06:00,6,100,0.60,0.10,14.85,390
142,09:00,6,100,-0.90,-0.80,17.85,517
142,12:00,6,100,-1.30,0.20,19.85,610
142,15:00,6,100,-2.13,1.60,20.85,420
142,18:00,6,100,-1.60,2.60,19.85,0
142,21:00,6,100,-1.71,2.30,18.85,1
143,00:00,6,100,-2.16,4.80,16.85,0
143,03:00,6,100,-1.88,3.74,16.85,25
143,06:00,6,100,-4.00,3.63,15.85,430
143,09:00,6,100,-3.24,4.73,18.85,577
143,12:00,6,100,-1.87,3.74,22.85,647
143,15:00,6,100,-2.50,3.11,22.85,452
143,18:00,6,100,-3.64,1.27,22.85,0
143,21:00,6,100,-4.04,2.64,21.85,2
144,00:00,6,100,-3.97,2.85,18.85,0
144,03:00,6,100,-4.41,3.34,17.85,25
144,06:00,6,100,-4.06,2.34,16.85,430
144,09:00,6,100,-4.89,1.55,19.85,581
144,12:00,6,100,-4.66,2.00,23.85,647
144,15:00,6,100,-5.17,2.09,23.85,450
144,18:00,6,100,-4.35,0.04,22.85,0
144,21:00,6,100,-9.33,-2.19,19.85,1
145,00:00,6,100,-8.88,2.14,17.55,0
145,03:00,6,100,-8.61,2.28,16.95,23
145,06:00,6,100,-7.37,1.42,14.85,430
145,09:00,6,100,-8.09,3.06,18.85,569
145,12:00,6,100,-8.16,2.32,21.85,631
145,15:00,6,100,-9.59,2.90,21.85,438
145,18:00,6,100,-7.46,2.50,21.85,0
145,21:00,6,100,-10.35,1.83,19.15,1
146,00:00,6,100,-9.85,1.53,17.25,0
146,03:00,6,100,-9.45,2.92,15.55,9
146,06:00,6,100,-6.08,2.01,14.55,290
146,09:00,6,100,-4.17,4.83,17.85,383
146,12:00,6,100,0.67,4.96,20.85,520
146,15:00,6,100,-1.79,7.69,22.85,368
146,18:00,6,100,-5.01,9.91,21.85,0
146,21:00,6,100,1.25,12.55,19.85,0
147,00:00,6,100,1.53,8.26,17.55,0
147,03:00,6,100,1.75,11.22,15.75,20
147,06:00,6,100,2.75,9.33,14.85,110
147,09:00,6,100,10.19,7.53,15.85,276
147,12:00,6,100,10.48,4.12,17.85,480
147,15:00,6,100,10.82,5.56,17.85,355
147,18:00,6,100,4.78,6.56,16.85,0
147,21:00,6,100,3.93,8.54,15.85,1
148,00:00,6,100,-0.26,8.66,14.85,0
148,03:00,6,100,3.92,10.69,15.85,18
148,06:00,6,100,2.57,8.14,15.85,360
148,09:00,6,100,5.40,7.53,18.85,509
148,12:00,6,100,1.50,7.21,22.85,590
148,15:00,6,100,2.89,8.44,24.85,397
148,18:00,6,100,-0.22,7.23,24.85,0
148,21:00,6,100,-0.13,12.23,21.85,1
149,00:00,6,100,-1.41,8.96,20.85,0
149,03:00,6,100,3.17,9.72,19.85,2
149,06:00,6,100,4.17,7.62,17.85,60
149,09:00,6,100,7.92,7.60,16.85,92
149,12:00,6,100,4.86,5.05,17.85,80
149,15:00,6,100,6.51,4.93,15.85,50
149,18:00,6,100,3.19,3.73,13.85,0
149,21:00,6,100,4.93,5.52,12.85,0
150,00:00,6,100,5.12,3.43,12.85,0
150,03:00,6,100,6.02,2.75,11.85,12
150,06:00,6,100,3.68,2.56,12.85,220
150,09:00,6,100,5.75,3.74,14.85,450
150,12:00,6,100,4.49,3.94,16.85,410
150,15:00,6,100,5.96,1.91,17.85,286
150,18:00,6,100,3.93,1.77,17.85,0
150,21:00,6,100,4.63,1.55,16.05,0
151,00:00,6,100,3.97,0.52,14.25,0
151,03:00,6,100,2.95,1.85,13.85,18
151,06:00,6,100,0.70,3.00,13.35,400
151,09:00,6,100,0.51,3.05,16.85,542
151,12:00,6,100,0.00,2.90,19.75,380
151,15:00,6,100,-0.30,2.80,20.85,291
151,18:00,6,100,-3.20,1.00,20.75,0
151,21:00,6,100,-4.22,3.20,19.05,0
152,00:00,6,100,-2.70,5.10,17.55,0
152,03:00,6,100,-2.33,2.16,17.35,15
152,06:00,6,100,-2.20,0.50,15.75,290
152,09:00,6,100,-3.70,-0.20,18.55,445
152,12:00,6,100,-3.20,0.90,20.55,580
152,15:00,6,100,-2.89,-0.88,23.85,386
152,18:00,6,100,-6.90,-3.90,20.85,0
152,21:00,6,100,-6.70,-2.46,18.95,0
153,00:00,6,100,-3.70,-1.20,17.85,0
153,03:00,6,100,-1.80,-1.03,18.75,7
153,06:00,6,100,-0.90,-0.90,17.85,300
153,09:00,6,100,-1.68,-1.24,20.85,473
153,12:00,6,100,-5.40,-0.50,24.85,580
153,15:00,6,100,-4.90,3.90,27.85,385
153,18:00,6,100,0.40,4.80,28.95,0
153,21:00,6,100,9.43,4.00,24.75,0
154,00:00,6,100,6.70,0.60,19.75,0
154,03:00,6,100,8.18,4.73,17.65,9
154,06:00,6,100,7.09,3.40,17.85,70
154,09:00,6,100,8.34,-1.60,17.25,139
154,12:00,6,100,6.76,-2.77,15.85,NaN
154,15:00,6,100,NaN,NaN,NaN,NaN
154,18:00,6,100,6.90,-0.20,15.15,0
154,21:00,6,100,9.80,0.87,13.45,0
155,00:00,6,100,8.88,3.47,11.65,0
155,03:00,6,100,10.14,3.42,11.05,15
155,06:00,6,100,NaN,NaN,NaN,NaN
155,09:00,6,100,NaN,NaN,NaN,NaN
155,12:00,6,100,6.83,4.27,16.85,580
155,15:00,6,100,8.19,3.90,16.85,386
155,18:00,6,100,4.39,3.40,15.25,0
155,21:00,6,100,6.01,3.26,13.95,0
156,00:00,6,100,4.17,1.29,11.35,0
156,03:00,6,100,4.18,2.48,10.85,13
156,06:00,6,100,2.20,3.22,10.35,290
156,09:00,6,100,3.05,3.46,13.15,478
156,12:00,6,100,2.01,3.43,15.85,490
156,15:00,6,100,3.55,3.99,16.75,340
156,18:00,6,100,3.08,3.21,15.65,0
156,21:00,6,100,4.85,3.94,13.55,0
157,00:00,6,100,3.65,3.11,11.15,0
157,03:00,6,100,4.61,6.06,10.45,14
157,06:00,6,100,2.72,6.44,10.25,370
157,09:00,6,100,6.38,7.89,13.35,414
157,12:00,6,100,5.63,6.56,14.85,340
157,15:00,6,100,8.02,8.65,15.55,261
157,18:00,6,100,3.28,8.71,14.55,0
157,21:00,6,100,8.14,10.22,12.65,0
158,00:00,6,100,8.90,0.80,12.95,0
158,03:00,6,100,10.86,-1.31,12.85,13
158,06:00,6,100,9.84,3.28,11.55,240
158,09:00,6,100,13.91,0.64,13.15,280
158,12:00,6,100,10.21,-5.57,13.95,410
158,15:00,6,100,12.69,-5.12,13.55,295
158,18:00,6,100,11.97,0.92,11.75,0
158,21:00,6,100,13.84,-0.45,11.15,0
159,00:00,6,100,12.17,-0.89,10.75,0
159,03:00,6,100,12.49,-3.95,11.45,12
159,06:00,6,100,10.46,-3.07,11.95,360
159,09:00,6,100,9.64,-9.79,14.85,502
159,12:00,6,100,9.38,-6.89,15.15,560
159,15:00,6,100,10.87,-9.47,14.15,363
159,18:00,6,100,9.38,-3.49,12.15,0
159,21:00,6,100,8.83,-1.19,11.95,0
160,00:00,6,100,4.76,0.96,11.95,0
160,03:00,6,100,3.81,-2.46,12.45,11
160,06:00,6,100,3.38,-2.32,11.95,350
160,09:00,6,100,2.47,-5.60,14.15,501
160,12:00,6,100,2.02,-4.84,16.45,560
160,15:00,6,100,2.86,-5.31,16.95,366
160,18:00,6,100,3.56,-4.29,15.15,0
160,21:00,6,100,3.38,-3.68,13.45,0
161,00:00,6,100,2.90,-1.06,11.85,0
161,03:00,6,100,4.37,0.06,11.55,11
161,06:00,6,100,3.47,0.59,10.85,350
161,09:00,6,100,3.41,-2.65,13.85,405
161,12:00,6,100,2.34,-2.31,14.85,220
161,15:00,6,100,3.05,-3.59,15.85,144
161,18:00,6,100,4.84,-3.69,15.85,0
161,21:00,6,100,-3.23,-4.80,13.85,0
162,00:00,6,100,-4.38,-2.26,11.85,0
162,03:00,6,100,-4.83,-0.76,11.15,11
162,06:00,6,100,-3.76,0.27,10.45,360
162,09:00,6,100,-4.47,0.05,13.85,500
162,12:00,6,100,-4.64,0.49,15.85,242
162,15:00,6,100,-4.04,-1.34,16.85,197
162,18:00,6,100,-4.20,-2.33,15.85,0
162,21:00,6,100,-7.80,-1.33,13.75,0
163,00:00,6,100,-6.16,0.05,11.55,0
163,03:00,6,100,-6.38,-0.94,10.25,10
163,06:00,6,100,-5.49,-1.14,9.35,350
163,09:00,6,100,-6.31,-0.95,12.85,488
163,12:00,6,100,-5.24,-0.46,16.85,536
163,15:00,6,100,-6.90,-0.09,17.85,345
163,18:00,6,100,-5.93,-0.04,16.85,0
163,21:00,6,100,-8.73,-0.64,13.85,0
164,00:00,6,100,-7.52,-0.51,12.45,0
164,03:00,6,100,-7.80,-1.43,11.25,9
164,06:00,6,100,-6.34,-1.21,9.85,330
164,09:00,6,100,-6.57,1.86,12.85,476
164,12:00,6,100,-5.71,0.82,14.85,510
164,15:00,6,100,-7.71,1.23,15.85,303
164,18:00,6,100,-6.53,1.84,14.85,0
164,21:00,6,100,-6.61,2.21,13.85,0
165,00:00,6,100,-7.06,2.20,12.85,0
165,03:00,6,100,-6.10,3.17,11.45,8
165,06:00,6,100,-5.45,1.79,10.65,330
165,09:00,6,100,-5.36,3.86,13.85,478
165,12:00,6,100,-4.84,4.40,17.85,520
165,15:00,6,100,-6.40,5.92,19.85,332
165,18:00,6,100,-7.87,3.84,17.85,0
165,21:00,6,100,-5.82,8.20,16.85,0
166,00:00,6,100,-3.18,6.27,15.55,0
166,03:00,6,100,-0.04,4.82,15.15,6
166,06:00,6,100,0.39,3.92,14.85,320
166,09:00,6,100,0.23,3.86,16.85,374
166,12:00,6,100,-1.31,2.36,18.85,210
166,15:00,6,100,-2.88,3.96,18.85,119
166,18:00,6,100,-7.65,2.96,17.85,0
166,21:00,6,100,-8.87,5.44,16.85,0
167,00:00,6,100,-8.35,4.22,17.85,0
167,03:00,6,100,-4.80,7.77,16.85,5
167,06:00,6,100,2.19,4.18,15.85,100
167,09:00,6,100,2.91,3.27,15.85,77
167,12:00,6,100,-1.79,4.08,15.85,170
167,15:00,6,100,0.11,7.43,16.85,126
167,18:00,6,100,-2.23,7.71,16.85,0
167,21:00,6,100,7.08,9.05,14.85,0
168,00:00,6,100,4.09,7.27,11.85,0
168,03:00,6,100,3.74,10.59,11.25,7
168,06:00,6,100,0.44,9.16,10.85,320
168,09:00,6,100,2.01,10.31,12.85,236
168,12:00,6,100,0.15,8.11,12.85,260
168,15:00,6,100,3.97,11.25,13.85,193
168,18:00,6,100,-0.94,8.79,13.85,0
168,21:00,6,100,2.05,11.25,12.85,0
169,00:00,6,100,0.16,8.89,11.85,0
169,03:00,6,100,-0.20,8.34,11.85,3
169,06:00,6,100,-5.91,5.38,11.85,110
169,09:00,6,100,-6.10,10.23,13.85,178
169,12:00,6,100,-2.81,8.65,15.85,250
169,15:00,6,100,-0.76,10.67,17.85,142
169,18:00,6,100,-3.88,7.70,15.85,0
169,21:00,6,100,-1.41,14.55,16.85,0
170,00:00,6,100,3.67,14.05,17.85,0
170,03:00,6,100,4.09,15.23,16.85,4
170,06:00,6,100,1.38,10.44,15.85,170
170,09:00,6,100,6.60,11.72,16.85,187
170,12:00,6,100,4.63,10.05,16.85,200
170,15:00,6,100,8.24,11.48,16.85,117
170,18:00,6,100,6.32,4.25,14.85,0
170,21:00,6,100,12.49,3.32,12.85,0
171,00:00,6,100,7.76,6.30,11.85,0
171,03:00,6,100,7.05,7.52,10.95,5
171,06:00,6,100,4.24,6.89,10.85,290
171,09:00,6,100,7.40,5.86,13.85,429
171,12:00,6,100,4.38,4.26,15.85,470
171,15:00,6,100,4.82,4.46,16.85,293
171,18:00,6,100,1.34,4.61,16.85,0
171,21:00,6,100,3.73,5.92,14.85,0
172,00:00,6,100,3.64,4.02,13.45,0
172,03:00,6,100,3.70,4.02,12.65,5
172,06:00,6,100,2.11,2.97,11.85,70
172,09:00,6,100,2.41,2.87,11.85,89
172,12:00,6,100,2.29,2.70,12.85,310
172,15:00,6,100,4.01,-3.11,13.85,209
172,18:00,6,100,4.76,-3.91,13.85,0
172,21:00,6,100,5.81,-3.28,12.15,0
173,00:00,6,100,7.68,-0.12,10.85,0
173,03:00,6,100,7.50,0.02,10.85,1
173,06:00,6,100,6.58,1.96,10.85,160
173,09:00,6,100,8.78,-2.65,12.85,276
173,12:00,6,100,5.98,-4.13,13.85,360
173,15:00,6,100,6.46,-5.26,13.85,232
173,18:00,6,100,5.52,-2.57,11.85,0
173,21:00,6,100,7.43,-0.76,10.85,0
174,00:00,6,100,5.46,0.99,11.15,0
174,03:00,6,100,4.85,1.51,11.15,3
174,06:00,6,100,2.35,3.32,10.85,160
174,09:00,6,100,3.85,3.85,12.85,228
174,12:00,6,100,2.76,3.45,12.85,120
174,15:00,6,100,3.36,2.41,13.85,108
174,18:00,6,100,0.70,5.29,14.85,0
174,21:00,6,100,1.51,7.67,13.85,0
175,00:00,6,100,-3.13,7.37,14.05,0
175,03:00,6,100,0.17,8.71,12.45,1
175,06:00,6,100,0.44,5.63,10.85,50
175,09:00,6,100,1.61,7.68,11.85,183
175,12:00,6,100,1.10,4.47,14.85,180
175,15:00,6,100,1.30,5.73,13.85,100
175,18:00,6,100,-0.77,2.27,12.35,0
175,21:00,6,100,1.58,4.43,11.85,0
176,00:00,6,100,0.78,2.53,10.75,0
176,03:00,6,100,0.50,2.27,10.45,0
176,06:00,6,100,2.09,4.96,9.95,180
176,09:00,6,100,1.98,4.23,10.85,231
176,12:00,6,100,-0.42,2.73,11.85,240
176,15:00,6,100,1.55,2.42,13.25,152
176,18:00,6,100,1.36,1.40,13.05,0
176,21:00,6,100,2.67,5.20,12.65,0
177,00:00,6,100,4.77,5.00,11.35,0
177,03:00,6,100,5.79,5.53,10.55,3
177,06:00,6,100,2.03,6.98,10.65,240
177,09:00,6,100,5.27,7.97,12.95,370
177,12:00,6,100,3.28,7.07,14.55,250
177,15:00,6,100,5.91,8.83,15.75,156
177,18:00,6,100,3.51,7.56,14.45,0
177,21:00,6,100,7.08,5.74,13.15,0
178,00:00,6,100,4.94,1.58,11.85,0
178,03:00,6,100,5.25,0.65,10.85,3
178,06:00,6,100,2.95,3.42,9.85,280
178,09:00,6,100,4.03,3.57,12.45,343
178,12:00,6,100,5.12,1.27,13.55,220
178,15:00,6,100,4.35,-1.12,14.05,150
178,18:00,6,100,1.98,-1.47,13.65,0
178,21:00,6,100,3.77,-1.86,12.25,0
179,00:00,6,100,2.57,-2.07,11.15,0
179,03:00,6,100,3.20,-1.92,10.75,3
179,06:00,6,100,2.76,-0.93,9.85,270
179,09:00,6,100,1.86,-0.94,12.15,406
179,12:00,6,100,1.28,-2.72,14.25,310
179,15:00,6,100,1.64,-4.77,14.65,198
179,18:00,6,100,1.60,-5.18,12.95,0
179,21:00,6,100,0.34,-6.08,11.55,0
180,00:00,6,100,-0.40,-3.85,10.35,0
180,03:00,6,100,-0.11,-4.32,9.85,3
180,06:00,6,100,-0.50,-4.00,9.05,270
180,09:00,6,100,0.60,-4.20,11.55,406
180,12:00,6,100,0.90,-4.50,14.25,180
180,15:00,6,100,1.73,-5.30,14.15,105
180,18:00,6,100,2.50,-5.20,13.25,0
180,21:00,6,100,0.10,-6.30,11.85,0
181,00:00,6,100,-1.40,-4.80,11.05,0
181,03:00,6,100,-2.03,-4.52,10.75,3
181,06:00,6,100,-2.60,-3.20,9.75,260
181,09:00,6,100,-1.28,-1.98,12.15,398
181,12:00,6,100,-0.80,-2.77,14.35,420
181,15:00,6,100,-0.94,-4.32,14.75,250
181,18:00,6,100,-1.21,-4.35,13.85,0
181,21:00,6,100,-5.58,-1.68,12.05,0
182,00:00,6,100,-5.21,-0.42,10.65,0
182,03:00,6,100,-5.19,-1.00,10.15,2
182,06:00,6,100,-4.49,0.38,9.25,260
182,09:00,6,100,-6.15,-0.23,11.65,392
182,12:00,6,100,-5.58,-0.39,14.15,420
182,15:00,6,100,-6.12,-1.31,14.55,243
182,18:00,6,100,-6.53,-2.77,13.35,0
182,21:00,6,100,-9.08,-1.83,11.35,0
183,00:00,6,100,-7.45,0.79,10.25,0
183,03:00,6,100,-6.64,-0.23,9.65,2
183,06:00,6,100,-4.54,0.15,8.55,250
183,09:00,6,100,-4.44,-1.12,11.05,387
183,12:00,6,100,-3.76,-1.35,14.35,420
183,15:00,6,100,-4.91,-2.29,14.75,243
183,18:00,6,100,-5.05,-2.99,13.75,0
183,21:00,6,100,-6.56,-1.34,12.05,0
184,00:00,6,100,-5.13,0.15,10.45,0
184,03:00,6,100,-2.99,0.25,10.05,2
184,06:00,6,100,-1.93,-0.97,9.25,250
184,09:00,6,100,-1.44,0.49,11.25,388
184,12:00,6,100,-0.67,-0.91,14.35,420
184,15:00,6,100,-1.18,-2.01,15.05,241
184,18:00,6,100,0.30,-2.28,13.35,0
184,21:00,6,100,0.40,-2.20,11.65,0
185,00:00,6,100,0.00,-0.96,10.95,0
185,03:00,6,100,0.18,-1.50,10.65,2
185,06:00,6,100,-0.20,1.22,8.55,250
185,09:00,6,100,0.27,1.37,10.45,383
185,12:00,6,100,0.15,0.04,13.85,410
185,15:00,6,100,-1.69,-2.10,15.05,237
185,18:00,6,100,-3.33,-2.11,14.15,0
185,21:00,6,100,-5.37,-0.32,13.05,0
186,00:00,6,100,-5.16,2.20,12.25,0
186,03:00,6,100,-6.00,2.17,11.35,2
186,06:00,6,100,-6.18,1.13,9.75,240
186,09:00,6,100,-6.64,1.35,11.85,373
186,12:00,6,100,-5.39,2.60,16.25,390
186,15:00,6,100,-3.88,3.81,16.65,220
186,18:00,6,100,-2.36,3.13,15.45,0
186,21:00,6,100,3.04,3.57,14.75,0
187,00:00,6,100,5.17,0.62,12.65,0
187,03:00,6,100,5.63,2.28,11.25,1
187,06:00,6,100,4.97,1.70,10.35,230
187,09:00,6,100,5.64,1.25,12.15,337
187,12:00,6,100,4.94,1.29,14.85,320
187,15:00,6,100,5.39,1.04,15.35,190
187,18:00,6,100,3.40,2.89,13.85,0
187,21:00,6,100,2.30,1.59,13.65,0
188,00:00,6,100,0.24,1.79,13.45,0
188,03:00,6,100,-2.81,3.34,12.85,1
188,06:00,6,100,-3.48,5.62,11.35,220
188,09:00,6,100,-3.56,5.90,13.85,343
188,12:00,6,100,-4.07,4.73,16.95,310
188,15:00,6,100,-6.78,4.06,17.45,170
188,18:00,6,100,-9.96,2.44,14.95,0
188,21:00,6,100,-10.06,4.99,13.95,0
189,00:00,6,100,-10.50,4.55,12.65,0
189,03:00,6,100,-10.43,5.20,11.85,0
189,06:00,6,100,-10.55,2.92,11.45,30
189,09:00,6,100,-12.16,6.40,11.65,25
189,12:00,6,100,-8.41,6.82,12.15,140
189,15:00,6,100,-8.07,7.11,13.95,90
189,18:00,6,100,-7.29,3.79,13.75,0
189,21:00,6,100,-8.51,5.37,13.05,0
190,00:00,6,100,-7.91,3.33,12.55,0
190,03:00,6,100,-7.99,6.27,12.75,0
190,06:00,6,100,-5.99,4.64,12.55,30
190,09:00,6,100,-5.81,4.76,12.75,55
190,12:00,6,100,-5.12,2.99,13.25,50
190,15:00,6,100,-4.92,3.97,13.65,33
190,18:00,6,100,-4.50,3.76,13.55,0
190,21:00,6,100,-0.05,3.99,13.75,0
191,00:00,6,100,4.13,2.94,13.05,0
191,03:00,6,100,4.00,3.16,12.05,1
191,06:00,6,100,2.85,3.39,12.45,30
191,09:00,6,100,3.94,1.75,12.85,90
191,12:00,6,100,3.49,-0.41,14.25,150
191,15:00,6,100,3.59,-2.43,14.75,88
